Country Code ISO3,UNCode,Country,IndexRank,IndexScore,GeometricRank,GeometricScore,UNReg,UnRegSub,Regions used for the SDR,SDG1_190DAY_im,SDG1_OECDPOV,SDG2_CRLYLD,SDG2_NUE,SDG2_OBESITY,SDG2_STUNTING,SDG2_UNDERNSH_im,SDG2_WASTING,SDG3_FERTILITY,SDG3_HALE,SDG3_MATMORT,SDG3_NEONAT,SDG3_PHYS,SDG3_SMOKE,SDG3_SWB,SDG3_TB,SDG3_TRAFFIC,SDG3_U5MORT,SDG3_VAC,SDG4_LITERACY,SDG4_PISA,SDG4_PRIMARY,SDG4_SCHLYRS,SDG4_TERTIARY,SDG4_UPSEC,SDG5_CONTRA,SDG5_EDAT,SDG5_LFPR,SDG5_PARL,SDG5_PAYGAP,SDG6_FRESHWAT,SDG6_IMPSAN,SDG6_IMPWAT,SDG7_CO2TWH,SDG7_ELECAC,SDG7_NSFUELAC,SDG7_REN,SDG8_ADJGROWTH,SDG8_ATMS,SDG8_CLABOR_im,SDG8_EMPOP,SDG8_UNEMP,SDG8_YNEET,SDG9_INFRQUAL,SDG9_INTUSE,SDG9_LOGPERF,SDG9_MOBUSE,SDG9_PATENTS,SDG9_RDRES,SDG9_RD_im,SDG10_GINI,SDG10_JUSTICE,SDG10_PALMA,SDG11_PIPEDWAT,SDG11_PM25,SDG11_ROOMS,SDG12_MSW,SDG12_MSWRECYCL,SDG12_WASTEWAT,SDG13_CCVM,SDG13_CO2pCAP,SDG14_BIODIV,SDG14_CLEANWAT,SDG14_CPMA,SDG14_FISH,SDG14_FISHSTOCKS,SDG15_CPTA,SDG15_FORCHG,SDG15_REDLIST,SDG16_CPI,SDG16_GOVEFF,SDG16_HOMICIDE,SDG16_PRISON,SDG16_PRS,SDG16_SAFE,SDG16_U5REG,SDG17_GOVREV,SDG17_GOVSPD,SDG17_ODA,IncomeGroup
MDG,450,Madagascar,140,36.22721862792969,141,20.55889892578125,Africa,Eastern Africa,Africa,81.76000213623047,,2.437299966812134,0.70195888685211,5.4,49.2,33.0,0.0,148.0,55,353,19.7,0.161,,3.680999994277954,235.0,28.4,49.599998474121094,64,64.9402486686136,,77.07133,10.34581,,,42.80155642023347,107.69656250237767,94.20290175567939,20.5,,4.896,12.0,51.5,,15.399999618530273,5.0,,-6.829774793204344,2.04952096473294,22.899999618530273,,2.17427134513855,,2.6411792025617933,3.7,2.147727,3.1,,,0.10566999763250351,44.11000061035156,,,15.8939026,6.195019245147705,,0.8,,0.53125,0.12,0.11299280822277069,80.29,64.44,10.0,55.0,4.17,33.9130434782609,11.5014563031581,0.797089760521299,28.0,2.7621668514454205,11.1,87,3.068350083154181,45.7644891654343,83.0,10.885,7.082229137420654,,LIC
NGA,566,Nigeria,141,36.06449890136719,148,10.694286346435547,Africa,Western Africa,Africa,53.470001220703125,,1.5936999320983887,0.7781336542266206,11.0,32.9,7.0,7.9,122.0,47,814,34.3,0.408,,5.26800012588501,322.0,20.5,108.80000305175781,51,66.3835449412035,,63.90199,8.98858,,,71.46788990825688,68.78341094817081,,5.599999904632568,,4.581,29.0,68.5,2.103448275862069,55.599998474121094,25.64219,,-2.7390453808215183,16.054203747159,24.700000762939453,,5.757414817810059,,2.448035974227465,42.68,2.559328,10.1,,,0.2189600020647049,48.83000183105469,,,3.4815632,29.51372528076172,,0.56,,1.08171624,0.08,0.5374975800514221,69.77,44.25,,46.0,19.67,66.6666666666667,4.37578982862524,0.874147200431798,26.0,3.020569216591933,20.0,32,3.813756264173067,60.60121737813285,29.8,11.047,,,LMIC
GIN,324,Guinea,142,35.92830276489258,139,22.350969314575195,Africa,Western Africa,Africa,35.27000045776367,,1.542699933052063,0.8063798939245824,6.8,31.3,16.399999618530273,9.9,146.0,50,679,31.3,0.1,,3.6559998989105225,177.0,27.3,93.69999694824219,51,31.4064168842036,,75.12078,8.70075,,,85.80460635255156,36.82623334558617,81.56288376948349,21.899999618530273,,0.2448,20.100000381469727,76.80000305175781,,26.200000762939453,5.0,,-7.217699519388822,1.61964604857247,28.299999237060547,,1.7654913663864136,,2.0953270158387145,1.72,2.097318,0.0,,,0.0,39.349998474121094,,,36.9135317,27.024972915649414,,,,0.751111111111112,0.07,0.2294234186410904,71.6,70.38,60.0,64.0,5.9,56.0,5.9221410268198795,0.895937525137789,25.0,2.766527923280922,8.9,25,2.624779191044776,49.953025385189086,57.9,19.847,7.165635108947754,,LIC
BFA,854,Burkina Faso,143,35.63100051879883,137,25.526752471923828,Africa,Western Africa,Africa,55.290000915527344,,1.2258000373840332,0.8304497512907321,6.3,32.9,20.700000762939453,10.9,130.0,51,371,26.7,0.047,,3.5869998931884766,54.0,30.0,88.5999984741211,88,39.2577801502101,,,7.77041,,,60.671798460461865,51.67891863571386,,9.399999618530273,,6.059,19.700000762939453,82.30000305175781,,13.100000381469727,8.08628,,-4.068344083538779,2.65647361476557,39.20000076293945,,2.9108147621154785,,,9.4,2.348214,9.0,,,0.20056000351905823,39.790000915527344,,,26.6105584,29.228830337524414,,0.51,,0.025,0.13,0.11998055875301361,,,,,,60.0,99.3377134659091,0.987614043424964,38.0,,8.0,28,,56.52626954478386,76.9,23.925,10.03487491607666,,LIC
HTI,332,Haiti,144,34.39646911621094,134,28.312496185302734,LAC,Caribbean,LAC,53.90999984741211,,1.1440000534057617,,11.9,21.9,53.400001525878906,5.2,66.0,52,359,25.4,,,4.51800012588501,200.0,,69.0,48,72.3467183177461,,77.2,8.67,,,52.517361111111114,75.53890258960479,85.61353943100214,4.199999809265137,,10.33,27.600000381469727,57.70000076293945,2.0,37.900001525878906,9.14997,,-4.645788024158371,,24.399999618530273,,6.943852424621582,,2.1503330549678283,11.4,1.998047,0.0,,,0.0,59.209999084472656,,,13.3082495,13.351666450500488,,1.0,,0.0,0.09,0.21796204149723053,74.13,46.5,0.0,1.0,0.02,0.0,3.8530959929487,0.724139593448415,17.0,2.6488866544300866,10.2,96,2.568855699655172,49.34561788350537,79.7,20.81,,,LIC
TCD,148,Chad,145,31.79030990600586,140,22.16830825805664,Africa,Middle Africa,Africa,38.43000030517578,,0.9409999847412109,,8.1,38.7,34.400001525878906,15.7,203.4,44,856,39.3,0.037,,3.6670000553131104,159.0,24.1,138.6999969482422,46,48.92033,,85.94692,7.39976,,,90.199203187251,33.94996033833113,,14.899999618530273,,1.925,12.100000381469727,50.79999923706055,,6.400000095367432,11.78475,,-3.846518014394937,0.934650957520698,26.100000381469727,,5.575796604156494,,2.432494931505216,2.5,2.333333,0.0,,,0.0,39.779998779296875,,,24.8374902,30.706607818603516,,0.5,,0.0,0.16,0.043830424547195435,,,,,,50.0,5.13960203794574,0.919226871908286,22.0,2.796261117976753,7.3,41,2.9339142752009515,46.7221441377888,15.7,20.809,5.8147358894348145,,LIC
NER,562,Niger,146,31.424806594848633,146,16.99483299255371,Africa,Western Africa,Africa,50.34000015258789,,0.4359999895095825,0.9338450358465868,4.3,43.0,9.5,18.7,206.0,51,553,26.8,0.019,,3.8450000286102295,98.0,26.4,95.5,68,23.5237779546856,,,5.42265,,,70.3835860838537,40.68627450980392,,13.300000190734863,,2.889,10.899999618530273,58.20000076293945,4.749999999999999,14.399999618530273,5.0,,-4.4656676277062015,1.29228453318581,30.5,,2.770904302597046,,,1.95,2.079882,,,,0.0,34.54999923706055,,,41.3462303,38.11638641357422,,0.49,,0.0,0.41,0.08395817875862122,,,,,,40.0,63.81602985,0.937392582532723,34.0,,4.7,42,,83.33085757874544,63.9,25.206,10.985411643981934,,LIC
COD,180,"Congo, Dem. Rep.",147,31.291213989257812,145,17.481416702270508,Africa,Middle Africa,Africa,77.18000030517578,,0.7627999782562256,0.9004071771870017,4.4,42.6,,8.1,138.0,44,693,30.1,0.107,,4.517000198364258,325.0,33.2,98.30000305175781,77,65.7765281546627,,,9.75,,,82.8965249466123,57.75193798449612,,8.899999618530273,,0.0533,28.700000762939453,52.400001525878906,0.3023255813953489,16.399999618530273,7.04097999999999,,-3.220473195084461,1.14396809781168,38.400001525878906,,3.826145887374878,,,3.0,1.834573,,,,0.13018999993801117,44.43000030517578,,,16.9924778,18.08251190185547,,0.5,,0.0,0.07,0.05030268803238869,67.27,52.66,,30.0,,11.7647058823529,4.00403853453434,0.892812380641483,22.0,,28.3,33,,42.857499651848045,27.8,15.779,5.239996910095215,,LIC
LBR,430,Liberia,148,30.489856719970703,147,12.046982765197754,Africa,Western Africa,Africa,68.63999938964844,,1.0773000717163086,,6.6,32.1,31.899999618530273,5.6,147.0,52,725,24.1,0.014,,4.571000099182129,308.0,33.7,69.9000015258789,50,49.0741093023888,,37.68992,9.5,,,62.34177215189873,43.910806174957116,90.1215752078546,11.0,,0.0564,16.899999618530273,75.5999984741211,,9.800000190734863,5.0,,-5.307022599620748,1.78355278959547,20.799999237060547,,4.151667594909668,,3.0405404567718506,5.41,2.571429,,,,0.0,38.15999984741211,,,4.2521689,22.72179412841797,,,,0.0,0.28,0.21842500567436218,68.63,66.94,0.0,53.0,14.45,0.0,7.581245514978489,0.879181645868662,37.0,3.9045671426356465,3.2,46,4.400000095367432,47.928477787187965,3.6,28.118,12.846759796142578,,LIC
CAF,140,Central African Republic,149,26.102401733398438,149,3.386679172515869,Africa,Middle Africa,Africa,66.2699966430664,,1.6491999626159668,,5.1,40.7,47.70000076293945,7.4,229.0,44,882,42.6,0.048,,3.677999973297119,375.0,32.4,130.10000610351562,47,36.3562698085515,,,7.24332,,,73.1934731934732,48.36156217861331,,12.5,,0.0514,21.799999237060547,68.5,,10.800000190734863,5.0,,-15.313945792172673,1.07997153195042,28.5,,7.628675937652588,,,4.03,2.497619,,,,0.0,56.29999923706055,,,3.9562101,19.332977294921875,,0.5,,0.0,0.34,0.06312781572341919,,,,,,62.5,1.1618789891072,0.943575812078376,24.0,,11.8,19,,59.595210519683576,61.0,8.364,5.146152019500732,,LIC
