Country Code ISO3,UNCode,Country,IndexRank,IndexScore,GeometricRank,GeometricScore,UNReg,UnRegSub,Regions used for the SDR,SDG1_190DAY_im,SDG1_OECDPOV,SDG2_CRLYLD,SDG2_NUE,SDG2_OBESITY,SDG2_STUNTING,SDG2_UNDERNSH_im,SDG2_WASTING,SDG3_FERTILITY,SDG3_HALE,SDG3_MATMORT,SDG3_NEONAT,SDG3_PHYS,SDG3_SMOKE,SDG3_SWB,SDG3_TB,SDG3_TRAFFIC,SDG3_U5MORT,SDG3_VAC,SDG4_LITERACY,SDG4_PISA,SDG4_PRIMARY,SDG4_SCHLYRS,SDG4_TERTIARY,SDG4_UPSEC,SDG5_CONTRA,SDG5_EDAT,SDG5_LFPR,SDG5_PARL,SDG5_PAYGAP,SDG6_FRESHWAT,SDG6_IMPSAN,SDG6_IMPWAT,SDG7_CO2TWH,SDG7_ELECAC,SDG7_NSFUELAC,SDG7_REN,SDG8_ADJGROWTH,SDG8_ATMS,SDG8_CLABOR_im,SDG8_EMPOP,SDG8_UNEMP,SDG8_YNEET,SDG9_INFRQUAL,SDG9_INTUSE,SDG9_LOGPERF,SDG9_MOBUSE,SDG9_PATENTS,SDG9_RDRES,SDG9_RD_im,SDG10_GINI,SDG10_JUSTICE,SDG10_PALMA,SDG11_PIPEDWAT,SDG11_PM25,SDG11_ROOMS,SDG12_MSW,SDG12_MSWRECYCL,SDG12_WASTEWAT,SDG13_CCVM,SDG13_CO2pCAP,SDG14_BIODIV,SDG14_CLEANWAT,SDG14_CPMA,SDG14_FISH,SDG14_FISHSTOCKS,SDG15_CPTA,SDG15_FORCHG,SDG15_REDLIST,SDG16_CPI,SDG16_GOVEFF,SDG16_HOMICIDE,SDG16_PRISON,SDG16_PRS,SDG16_SAFE,SDG16_U5REG,SDG17_GOVREV,SDG17_GOVSPD,SDG17_ODA,IncomeGroup
SWE,752,Sweden,1,84.5294189453125,1,83.67178344726562,Europe,Northern Europe,OECD,0.0,9.0,5.649600028991699,0.520715797344719,20.5,,1.1699999570846558,,5.1,72,4,1.6,3.926,10.7,7.363999843597412,7.5,2.8,3.0,97,,482.0,99.34418,15.81512,35.17,9.13,22.71325796505652,102.3679811734888,92.50334845662552,43.599998474121094,15.13,1.546,99.30000305175781,100.0,0.24509803921568626,100.0,95.0,35.6,-0.4685745178617192,40.243183170181,0.0,71.84120329,7.356030464172363,9.448,5.561683640113244,92.52,4.09375,108.7,323.1202392578125,14.0745512143611,3.406219959259033,25.0,7.48,0.96,100.0,7.315244674682617,1.7,1.61,1.0786999464035034,87.8571428571429,0.03,5.518421649932861,94.44,88.02,30.0,72.0,,32.0,10.663191201197,0.99215135443912,89.0,4.957010676066815,0.7,67,5.928058099746703,76.82317351897801,100.0,,19.935935974121094,1.405,HIC
DNK,208,Denmark,2,83.87613677978516,2,83.07379913330078,Europe,Northern Europe,OECD,0.0,6.0,6.604899883270264,0.38261948778579835,19.3,,1.1699999570846558,,2.4,70,6,2.5,3.485,17.0,7.5269999504089355,7.1,3.5,3.5,90,,498.0,98.22179,18.68933,33.7,19.73,17.85714285714286,101.19826491430071,87.4999956912306,37.400001525878906,7.0,10.62,99.5999984741211,100.0,1.1181556195965416,100.0,95.0,24.4,-1.2884477946815778,54.2856937872071,0.0,69.9924995,6.312821388244629,10.737,5.848746065939626,95.99,3.816178,103.8,203.98277282714844,14.7006871609403,2.9841599464416504,24.899999618530273,7.06,0.87,100.0,11.40544605255127,1.9,2.34,1.6848000288009644,93.45,0.08,7.248328685760498,93.18,89.26,71.7391304347826,64.0,88.93,74.5614035087719,8.85371179258941,0.975348388831911,91.0,4.20277390261533,0.8,73,5.7358062133261685,85.20045610598544,100.0,,22.35310935974121,0.847,HIC
NOR,578,Norway,3,82.31454467773438,3,81.11995697021484,Europe,Northern Europe,OECD,0.0,8.0,4.311999797821045,0.829439185448617,23.1,,1.1699999570846558,,5.0,71,5,1.5,4.281,15.0,7.521999835968018,8.1,3.8,2.5999999046325684,93,,496.0,99.71095,17.49259,38.05,16.17,15.363225582203677,101.05196047178833,94.01197061084264,39.599998474121094,6.4070001,0.7478,98.0999984741211,100.0,0.26402393418100223,100.0,95.0,46.9,-0.39958885135743477,48.623115201028,0.0,73.77150637,4.147924900054932,8.467,5.045010015699599,96.3,4.191941,86.7,135.79771423339844,10.6887513651256,1.6547399759292603,25.790000915527344,,0.85,100.0,6.035745143890381,2.0,2.8,2.1559998989105225,77.0533426712685,0.04,9.192878723144531,91.36,83.46,41.1764705882353,67.0,3.81,35.5555555555556,3.5854865257614903,0.952146046201017,87.0,5.096433423558412,2.2,72,5.988531702283829,89.63102288008594,100.0,,17.78059196472168,1.046,HIC
FIN,246,Finland,4,80.99784851074219,5,79.78619384765625,Europe,Northern Europe,OECD,0.0,7.000000000000001,3.68969988822937,0.5804503280022424,20.6,,1.1699999570846558,,7.3,71,3,1.3,2.905,15.8,7.406000137329102,5.6,4.8,2.299999952316284,97,,529.3333129882812,99.05206,17.06943,39.31,9.84,12.343776750556412,100.5911330049261,88.65814912590415,41.5,18.726,5.965,97.5999984741211,100.0,0.6900420757363255,100.0,95.0,29.1,-2.030870970219544,35.8660931380477,0.0,68.16091954,9.624235153198242,12.967,6.211401820423627,92.38,3.518235,123.5,300.1050720214844,15.3214328597158,3.548229932785034,26.8799991607666,7.13,0.91,100.0,7.032870769500732,1.9,2.13,1.7252999544143677,84.25,0.03,10.164046287536621,98.26,84.97,6.06060606060606,70.0,1.98,20.4545454545455,10.4780513682682,0.989589660577509,90.0,5.320377732660556,1.6,58,6.423800663996224,85.77168717772915,100.0,,19.708431243896484,0.56,HIC
CHE,756,Switzerland,5,80.87385559082031,4,80.2439956665039,Europe,Western Europe,OECD,0.0,10.0,6.727099895477295,0.6512613225647106,19.4,,1.1699999570846558,,2.0,72,5,2.7,4.049,20.4,7.586999893188477,6.3,3.3,3.9000000953674316,93,,518.3333129882812,93.37542,15.79043,35.2,10.93,12.721584984358703,87.78625954198473,83.46666463216145,32.0,16.509001,3.707,99.9000015258789,100.0,0.6031976744186047,100.0,95.0,20.5,-0.7535817004146612,97.5285942923013,0.0,73.62934054,4.252133846282959,9.892,6.472435959902676,87.0,4.043594,63.4,318.0307312011719,7.52774904569626,2.870460033416748,33.68000030517578,,1.04,100.0,17.598806381225586,1.8,2.61,1.722599983215332,96.95,0.02,4.625229835510254,,,,,,16.1290322580645,1.55900143311271,0.981241254556156,86.0,5.273189569768378,0.6,82,6.334343704477057,87.42669801615071,100.0,,19.61362075805664,0.523,HIC
DEU,276,Germany,6,80.51817321777344,6,79.59990692138672,Europe,Western Europe,OECD,0.0,9.0,8.050299644470215,0.45008789358979107,20.1,1.3,1.1699999570846558,1.0,7.8,71,6,2.1,3.889,20.9,6.75,6.2,4.3,3.700000047683716,96,,515.3333129882812,97.71862,16.45695,27.56,13.22,19.42771084337349,93.96721094310855,82.65459534636874,36.5,13.818,21.43,99.19999694824219,100.0,1.2107108702582086,100.0,95.0,10.7,-0.03872690962237867,118.186909464393,0.0,67.95582179,4.606500625610352,9.173,5.8743930362886,86.19,4.323295,44.7,218.44407653808594,8.42189073367211,2.919100046157837,28.309999465942383,6.55,1.07,100.0,15.345863342285156,1.8,2.11,1.118299961090088,95.18054,0.03,8.917832374572754,91.55,79.21,30.0,64.0,65.98,33.2075471698113,4.12070659445246,0.982941581489529,81.0,4.728817911129571,0.8,79,5.811961310525094,74.60059455619925,100.0,,19.195819854736328,0.518,HIC
AUT,40,Austria,7,79.06902313232422,7,77.93946838378906,Europe,Western Europe,OECD,0.0,8.0,7.245999813079834,0.33247412638285867,18.4,,1.1699999570846558,,7.9,71,4,2.1,,23.2,7.199999809265137,7.8,5.4,3.5,76,,500.6666564941406,98.2038253372907,15.74653,19.34,11.82,15.89327146171694,82.87292816462859,83.28312946726031,30.600000381469727,18.184999,4.704,100.0,100.0,1.0093023255813953,100.0,95.0,29.5,-0.9340763651186426,119.43897437169,0.0,67.26728309,5.676161766052246,11.552,6.048092467008635,81.0,3.63611,64.3,162.9232940673828,9.60653256678053,2.8363900184631348,29.149999618530273,6.61,0.96,100.0,14.848373413085938,1.6,2.4,1.8480000495910645,79.05,0.02,7.769983291625977,,,,,,9.09090909090909,4.98615004988366,0.89604400908795,76.0,4.312938022711575,0.9,98,5.886311193676882,81.18695180886095,100.0,,19.66628074645996,0.323,HIC
NLD,528,Netherlands,8,78.93939971923828,8,77.49640655517578,Europe,Western Europe,OECD,0.0,8.0,9.073699951171875,0.7496360169058442,19.8,,1.1699999570846558,,4.5,71,7,2.4,,18.5,7.377999782562256,5.8,3.4,3.799999952316284,96,,518.6666870117188,96.96336,17.92333,32.08,18.19,16.359163591635916,95.39857170430419,82.7683558590838,37.29999923706055,,11.71,97.69999694824219,100.0,1.54806739345887,100.0,95.0,4.3,-1.161795799305517,50.5768467782395,0.0,70.39694623,6.075369834899902,9.221,6.311317348480225,93.17,4.229527,62.3,206.3767547607422,8.6435404508525,2.1567599773406982,30.899999618530273,6.96,0.99,100.0,16.840656280517578,2.0,2.12,1.611199975013733,98.8181818181818,0.22,10.064489364624023,85.31,78.45,45.4545454545455,62.0,69.18,39.8058252427184,2.87617267453154,0.946383589912852,87.0,4.944898864181596,0.9,82,6.007219349710565,80.51218919193553,100.0,,20.973039627075195,0.76,HIC
ISL,352,Iceland,9,78.40955352783203,15,75.19237518310547,Europe,Northern Europe,OECD,0.0,6.0,,0.4666361027961638,22.8,,1.1699999570846558,,7.1,72,3,0.9,3.476,11.4,7.560999870300293,3.3,4.6,2.0,90,,484.6666564941406,98.05362,18.97689,33.86,25.34,,103.76084860173577,91.92399564272759,41.29999923706055,,0.0971,98.80000305175781,100.0,0.11049723756906077,100.0,95.0,84.7,0.38489169116557415,71.5286507885593,0.0,78.50612115,4.374475479125977,8.836,5.982592921201574,98.16,3.342209,74.7,99.82019805908203,11.1497998856489,2.604870080947876,25.700000762939453,,0.87,100.0,7.1834516525268555,1.5,1.56,0.9828000068664551,51.9428571428571,0.05,5.896829128265381,79.16,87.18,0.0,59.0,44.67,0.0,,0.882336642679048,79.0,4.613276837216024,0.3,47,5.495763858806256,78.12902502269026,100.0,,19.023765563964844,0.241,HIC
GBR,826,United Kingdom,10,78.14366149902344,10,76.73221588134766,Europe,Northern Europe,OECD,0.0,10.0,7.707200050354004,0.49497488151996805,28.1,,1.1699999570846558,,19.3,71,9,2.4,2.809,20.0,6.867000102996826,12.0,2.9,4.199999809265137,93,,502.3333435058594,99.90975,16.18306,39.41,15.68,7.425742574257422,98.33838682276321,83.09038085693673,29.399999618530273,17.784,7.231,99.19999694824219,100.0,1.2593320235756384,100.0,95.0,4.5,-0.5436985507631716,129.763436554374,0.0,65.68368263,5.473719120025635,14.401,5.3124487616533145,91.61,4.158261,87.2,87.83065032958984,8.90495442708334,1.72107994556427,35.970001220703125,5.94,1.37,100.0,10.805298805236816,1.9,1.85,1.3504999876022339,97.927095,0.05,7.0857319831848145,82.68,87.79,29.1925465838509,71.0,70.8494780177761,27.8787878787879,8.739122486268771,0.786703751833805,81.0,4.823960273793174,1.0,147,6.286663855511717,77.84268837966461,100.0,,16.872108459472656,0.712,HIC
FRA,250,France,11,77.9009780883789,9,76.7490005493164,Europe,Western Europe,OECD,0.0,8.0,5.828999996185303,0.3739439344214147,23.9,,1.1699999570846558,,6.2,72,8,2.2,3.19,24.1,6.574999809265137,8.7,5.1,4.300000190734863,90,,499.6666564941406,98.4709,16.00167,29.76,16.7,10.181350849635873,96.7537449488328,84.77905160505108,26.200000762939453,13.673,15.49,98.69999694824219,100.0,0.5562213605921749,100.0,95.0,7.9,-1.292381455331996,108.048267001276,0.0,59.98338807,10.554597854614258,16.252,5.949722827108284,83.75,3.982774,56.9,116.24575805664062,9.87524378620134,2.2626399993896484,30.600000381469727,6.12,1.18,100.0,14.022743225097656,1.8,1.92,1.516800045967102,83.7991333333334,0.03,5.1850433349609375,85.36,69.35,30.0,67.0,20.008328126448,29.4545454545455,4.863436729565549,0.879046626303897,70.0,3.88694295603261,1.0,98,5.555236943562826,70.60778568372908,100.0,,19.599729537963867,0.373,HIC
BEL,56,Belgium,12,77.43254852294922,11,76.13027954101562,Europe,Western Europe,OECD,0.0,10.0,9.538999557495117,,20.2,,1.1699999570846558,,7.2,71,7,2.2,3.782,18.9,6.936999797821045,9.0,6.7,4.099999904632568,96,,509.6666564941406,98.30414,16.33158,34.61,18.11,13.494809688581311,95.64428312192487,81.24999637539328,39.29999923706055,6.4109998,33.73,99.5,100.0,1.0852618757612666,100.0,95.0,5.1,-1.5153492307464524,93.9076245403912,0.0,56.77302246,8.738529205322266,15.015,5.4076534907023115,85.0,4.098801,46.0,107.23939514160156,10.3048381069615,2.2362101078033447,32.970001220703125,6.16,0.9,100.0,18.529281616210938,2.2,1.33,0.8777999877929688,60.0044564266667,0.06,8.849398612976074,92.83,77.4,0.0,63.0,,16.2162162162162,7.6978667330194,0.985152274917188,77.0,3.9250324209701235,1.6,108,5.431063775498738,69.62822968774454,100.0,,19.971210479736328,0.419,HIC
CAN,124,Canada,13,76.84700012207031,14,75.25894165039062,North America,Northern America,OECD,0.0,12.0,3.6695001125335693,0.443438511159683,28.0,0.0,1.1699999570846558,0.0,12.6,72,7,3.2,2.068,14.9,7.427000045776367,5.2,6.0,4.900000095367432,95,,522.0,99.09672,15.875,51.32,7.51,12.53302025242149,100.6384676988592,87.25212437037231,26.0,19.511,1.337,99.80000305175781,99.80000305175781,0.8227984044185332,100.0,95.0,17.9,-0.4981078698977362,222.274268626632,0.0,69.18403964,6.882852077484131,13.393,5.363631861358039,87.12,4.054256,50.0,86.69746398925781,8.82207386069226,1.727970004081726,32.560001373291016,,1.18,100.0,12.137325286865234,2.5,2.33,1.910599946975708,80.4199488333333,0.03,14.13581371307373,91.49,92.53,3.50877192982456,60.0,40.67,2.31788079470199,7.325779228498621,0.970609267132998,83.0,4.702926361664952,1.6,118,6.004477708083762,81.68397781362835,100.0,,17.861129760742188,0.28,HIC
IRL,372,Ireland,14,76.7471694946289,12,75.41783142089844,Europe,Northern Europe,OECD,0.0,9.0,8.473799705505371,0.4415781921619055,25.6,,1.1699999570846558,,9.2,71,8,2.3,2.67,24.0,6.940000057220459,7.4,4.1,3.5999999046325684,93,,515.3333129882812,95.31688,18.56885,37.72,15.0,20.26170517276631,103.01255230125523,77.81065038671213,16.299999237060547,8.3280001,1.456,90.5,97.9000015258789,1.3333333333333333,100.0,95.0,6.1,1.6313135114445445,84.7654660687414,0.0,55.23343128,9.542251586914062,18.035,4.936901067432604,79.69,3.84,67.2,80.35076141357422,9.11420176297747,1.7238199710845947,34.279998779296875,5.1,1.1,97.8976859,7.92864990234375,2.1,3.58,2.362799882888794,87.4655833333333,0.04,7.880759239196777,81.71,89.98,58.2278481012658,74.0,67.79,66.9354838709677,10.097276470562901,0.951886260956681,75.0,4.718019342150489,1.2,88,6.071829720547324,77.03797221520159,100.0,,16.800304412841797,0.358,HIC
CZE,203,Czech Republic,15,76.7292251586914,17,73.61796569824219,Europe,Eastern Europe,OECD,0.0,6.0,6.219900131225586,0.43891277322398176,26.8,2.6,1.1699999570846558,4.6,11.1,69,4,1.8,,22.2,6.505000114440918,4.6,6.1,3.4000000953674316,99,,500.0,98.6191181545039,16.39,18.25,5.74,18.241347053320855,96.99274551788054,74.63343666203906,20.0,15.387,14.0,99.0999984741211,100.0,1.1728538283062644,100.0,95.0,7.5,-0.9368702592428995,49.7990087647324,0.0,58.24724544,5.173547744750977,12.49,4.856403036173,79.71,3.28524,52.3,20.35546875,7.05389009423207,1.8814799785614014,25.600000381469727,6.63,0.87,100.0,16.551008224487305,1.4,1.1,0.8690000176429749,75.68236485,0.02,10.4310884475708,,,,,,45.0,5.95127918894398,0.969802354400908,56.0,3.681881097918276,1.0,154,4.412407060279403,70.12103798650992,100.0,,13.632628440856934,0.12,HIC
LUX,442,Luxembourg,16,76.66050720214844,13,75.38434600830078,Europe,Western Europe,OECD,0.0,7.000000000000001,5.935500144958496,0.7186325463857308,23.1,,1.1699999570846558,,6.4,72,10,0.9,2.9,15.7,6.946000099182129,6.6,8.7,1.899999976158142,99,,489.6666564941406,92.33034,13.88,37.03,16.62,,94.00674148365671,79.94011839266481,28.299999237060547,,1.286,97.5999984741211,100.0,5.444444444444445,100.0,95.0,3.2,0.22321458309367687,106.291087943024,0.0,59.02884403,5.863007068634033,8.212,5.600799033601405,94.67,3.909091,80.5,122.44000244140625,6.43983822042467,1.440659999847412,30.760000228881836,6.54,1.11,100.0,14.798895835876465,2.0,2.31,1.6632000207901,95.0,0.01,20.897811889648438,,,,,,0.0,5.06681479398012,0.986077127831904,81.0,5.138307522363286,0.8,122,6.232936265104907,70.6156480517102,100.0,,,0.928,HIC
SVN,705,Slovenia,17,76.61784362792969,16,74.822998046875,Europe,Southern Europe,OECD,0.0,9.0,6.489500045776367,0.755810553242077,25.1,,1.1699999570846558,,4.6,69,9,1.4,,20.5,5.8480000495910645,7.7,6.4,2.5999999046325684,94,99.85276,498.6666564941406,97.18981,16.80578,25.09,6.0,22.265408106607442,97.95656196542795,82.46445717550289,36.70000076293945,,2.933,99.0999984741211,99.5,0.9050632911392406,100.0,95.0,13.9,-1.7053796313497203,95.7950776181385,0.0,60.54215259,9.34460163116455,13.663,4.851739173639016,71.59,3.349875,41.8,59.69078063964844,9.22332185886403,2.7995200157165527,31.149999618530273,6.34,0.84,99.2624913,13.618266105651855,1.5,1.21,0.5928999781608582,53.9918962121212,0.02,7.5042595863342285,90.51,79.4,75.0,87.0,,31.4285714285714,1.55091812743791,0.936966317411892,60.0,2.946271654392357,0.7,66,4.324240645424265,83.89536731061101,100.0,,17.639883041381836,0.147,HIC
JPN,392,Japan,18,74.95637512207031,19,72.79502868652344,Asia,Eastern Asia,OECD,0.0,16.0,6.0802998542785645,0.63338623847969,3.3,7.1,1.1699999570846558,2.3,4.4,75,5,0.9,2.297,19.3,5.986999988555908,18.0,4.7,2.700000047683716,98,,540.3333129882812,99.95,15.32633,46.4,0.0,30.397422126745433,97.0059880239521,69.88636320533831,9.5,26.524,18.89,100.0,100.0,1.1893115069812228,100.0,95.0,4.2,-1.083812730942826,127.496067376445,0.0,60.69639279,3.29484224319458,6.583,6.154918738334409,90.58,4.155425,120.5,343.0966796875,10.4659040099351,3.3880701065063477,32.099998474121094,,1.3,98.6921711,16.030569076538086,1.8,1.71,1.38510000705719,71.26,0.07,9.291833877563477,90.42,63.73,34.7826086956522,29.0,51.1146710098389,25.968992248062,1.79175731122613,0.788184563802274,75.0,4.6340319106886625,0.3,51,6.180590823388869,70.24105266739753,100.0,,17.536819458007812,0.216,HIC
SGP,702,Singapore,19,74.61347961425781,28,70.2882080078125,Asia,South-Eastern Asia,East & South Asia,0.0,,,1.1069853199383946,6.2,4.4,1.1699999570846558,3.6,2.7,76,10,1.0,1.95,,6.797999858856201,49.0,3.6,2.700000047683716,95,99.8458574181118,,100.0,15.4,,,25.16778523489933,92.58920402561756,76.64907141817555,23.899999618530273,,,100.0,100.0,0.9708333333333333,100.0,95.0,,1.4723788665679378,59.3229163326462,0.0,,3.270637273788452,,6.387624349245211,82.0,4.278593,149.3,,,2.096519947052002,,,,100.0,16.681427001953125,,1.49,,99.65,0.06,4.32016134262085,82.39,44.93,0.0,80.0,,0.0,4.9063854294399505,0.866364526090662,85.0,5.766091678399829,0.2,230,6.268294700325989,92.30501377515682,,,9.586737632751465,,HIC
AUS,36,Australia,20,74.52598571777344,20,71.93486785888672,Oceania,Australia and New Zealand,OECD,0.0,14.000000000000002,2.137199878692627,0.7217891589176513,28.6,2.0,1.1699999570846558,0.0,14.2,73,6,2.2,3.273,12.8,7.283999919891357,6.4,5.4,3.799999952316284,92,,512.3333129882812,97.39669,20.22107,38.34,15.57,16.915210907541546,101.65909421498918,82.53520911848041,26.700000762939453,13.75,3.165,100.0,100.0,1.5610441767068273,100.0,95.0,4.6,-0.4558724048721086,160.752045273901,0.0,66.55348268,6.252935409545898,12.647,4.856801695264251,84.56,3.99996,110.5,73.6087646484375,8.98153961906063,2.3856201171875,32.599998474121094,,1.23,,5.929150581359863,2.3,2.23,1.3157000541687012,92.3333333333333,0.15,16.519210815429688,90.46,75.64,33.6134453781513,57.0,62.0648151827033,23.2786885245902,7.57044156432712,0.830985386470223,79.0,4.255680659994938,1.1,130,5.875487392041936,62.642874632379296,100.0,,16.494733810424805,0.269,HIC
EST,233,Estonia,21,74.47599792480469,18,73.09683227539062,Europe,Northern Europe,OECD,0.0,12.0,3.669600009918213,0.6873921691527275,22.6,,1.1699999570846558,,15.6,67,9,1.5,3.242,26.0,5.428999900817871,20.0,7.0,2.9000000953674316,93,99.9489010958493,526.0,94.80439,16.48454,36.75,14.18,23.192239858906525,104.43714050944948,79.24527904925122,23.799999237060547,,12.73,97.19999694824219,99.5999984741211,1.4210526315789471,100.0,88.75255,14.5,1.4786819321355413,76.8197540364791,0.0,64.59078738,5.926424980163574,14.611,5.044463996294528,84.24,3.338095,77.4,13.25830078125,7.11048720066061,2.1819100379943848,36.0,6.19,1.23,99.9698138,9.094014167785645,1.5,1.47,1.1759999990463257,75.2707438016528,0.04,14.049882888793945,97.47,72.86,62.5,75.0,40.6563839898477,45.1612903225806,9.679900813397781,0.985188653121278,70.0,4.401768271282542,5.0,238,5.371035389711627,67.21638029650818,100.0,,13.062504768371582,,HIC
NZL,554,New Zealand,22,74.03730773925781,22,71.17556762695312,Oceania,Australia and New Zealand,OECD,0.0,10.0,8.05370044708252,0.8499716768565728,29.2,,1.1699999570846558,,19.1,72,11,3.1,2.735,15.5,7.285999774932861,7.4,6.0,5.699999809265137,93,,509.3333435058594,97.85671,19.15634,39.33,19.6,16.089451810805468,99.1715787796718,85.50335672877779,31.399999618530273,6.1739998,1.591,,100.0,0.7090069284064665,100.0,95.0,38.3,-0.6223319534141667,70.738225734278,0.0,66.98094148,5.9223198890686035,12.937,4.959586190629279,85.5,3.671443,81.3,72.59886169433594,7.87366939385942,1.270900011062622,33.29999923706055,,1.22,100.0,8.642984390258789,2.4,3.68,,77.9,0.06,7.124051094055176,84.64,77.46,44.4444444444444,49.0,68.17,28.0,7.534801557735269,0.636596154547603,88.0,5.22821277286235,0.9,192,6.096499300551141,64.4209674638669,100.0,,18.364103317260742,0.269,HIC
BLR,112,Belarus,23,73.504150390625,24,70.46581268310547,Europe,Eastern Europe,Europe & C. Asia,0.0,,3.7204999923706055,0.8341208076408145,23.4,4.5,,2.2,21.6,62,4,1.9,3.925,,5.813000202178955,58.0,13.7,4.599999904632568,97,99.8232134751583,,,15.66023,,,28.98989898989899,98.09353697799669,,27.299999237060547,,2.674,94.30000305175781,99.69999694824219,1.8476190476190477,100.0,95.0,,-1.8317088881035373,50.989077823716,1.399999976158142,,6.097490310668945,,,59.02,2.554074,,,,0.7006000280380249,26.479999542236328,,,97.6425878,13.603681564331055,,0.78,,86.4456958333334,0.02,6.6825103759765625,,,,,,0.0,5.1935599796084,0.967568570586342,32.0,,5.1,335,,57.91382015595542,100.0,41.952,11.889616012573242,,UMIC
HUN,348,Hungary,24,73.36956024169922,21,71.51935577392578,Europe,Eastern Europe,OECD,0.0,7.000000000000001,5.896999835968018,0.35790258879157943,24.0,,1.1699999570846558,,19.8,65,17,3.5,3.08,26.5,4.800000190734863,12.0,7.7,5.900000095367432,99,99.38648,486.3333435058594,90.81154,15.38815,21.12,12.69,17.34234234234234,92.47904209019305,75.1211613146075,10.100000381469727,11.332,4.857,98.0,100.0,1.3036303630363035,100.0,95.0,8.0,-0.43726648812186175,58.0384230664037,0.0,52.10416916,6.95640230178833,17.478,4.726036951639881,76.13,3.179665,26.3,22.78860855102539,6.19134718310591,1.2966400384902954,31.18000030517578,4.44,1.04,97.6744423,15.755631446838379,1.1,1.92,1.516800045967102,58.6191666666667,0.02,4.862989902496338,,,,,,22.2222222222222,6.59097902059104,0.928094205449979,51.0,2.902592433120689,1.3,186,3.4494977586889926,53.19773334168932,100.0,,14.056123733520508,,HIC
USA,840,United States,25,72.70620727539062,23,70.5308609008789,North America,Northern America,OECD,0.0,17.0,7.637399673461914,0.3204892660056461,33.7,2.1,1.1699999570846558,0.5,26.6,69,14,3.6,2.452,13.7,7.11899995803833,3.1,10.6,6.5,91,,492.0,91.39251,16.48,42.44,10.95,15.215989684074794,100.63407945658982,82.3699458290914,19.399999618530273,19.087,13.64,100.0,99.19999694824219,1.1942662530033359,100.0,95.0,6.3,0.0003300217679176251,173.083485305165,0.0,62.19449133,5.343397617340088,15.047,5.762809641675476,87.36,4.184653,98.0,161.8701934814453,8.73964766839378,2.7919700145721436,40.810001373291016,,1.74,99.0173801,10.745111465454102,2.4,2.3,1.7020000219345093,63.665,0.04,17.02021598815918,79.69,84.77,18.1818181818182,53.0,51.6331823201241,10.5932203389831,10.3610926275524,0.839622793760017,76.0,4.263459752389149,4.7,716,5.544937197040618,73.87092711620139,100.0,,25.115629196166992,0.173,HIC
SVK,703,Slovak Republic,26,72.69744873046875,31,69.04808044433594,Europe,Eastern Europe,OECD,0.0,8.0,6.038700103759766,0.4462847493140793,25.7,,1.1699999570846558,,21.2,67,6,4.2,3.32,19.5,5.994999885559082,6.7,6.6,7.300000190734863,97,,472.0,94.4696837162193,15.06322,18.76,5.89,26.22377622377622,100.54654291263931,74.92668733240781,18.700000762939453,15.965,1.373,98.80000305175781,100.0,1.1368421052631579,100.0,95.0,7.6,0.09820960222031924,58.8484882796688,0.0,52.71452568,11.340836524963379,18.712,4.495504700986645,79.98,3.218518,50.1,8.21379566192627,6.63122444784403,0.8231499791145325,26.0,5.16,0.82,95.8697894,15.938780784606934,1.1,1.37,1.3288999795913696,57.6351333333333,0.02,6.367546081542969,,,,,,5.0,5.91572508531349,0.961716927452475,51.0,2.6362178961430494,1.4,187,3.999585624887973,62.12690722548084,100.0,,13.093997955322266,0.102,HIC
KOR,410,"Korea, Rep.",27,72.67037963867188,30,69.0560302734375,Asia,Eastern Asia,OECD,0.0,15.0,6.619200229644775,0.583413402232336,5.8,2.5,5.0,1.2,1.7,73,11,1.6,2.143,19.9,5.984000205993652,86.0,12.0,3.4000000953674316,99,,542.6666870117188,97.68771,16.87441,40.4,2.0,18.230088495575224,87.86446020488575,69.32432329332507,16.299999237060547,36.299,41.89,100.0,97.5999984741211,1.0637664993493217,100.0,95.0,0.7,0.4592343504746653,290.660623190056,0.0,53.48226388,3.6565158367156982,18.049,5.559459185600281,84.33,3.791016,105.3,223.2727813720703,13.4949813990375,4.03918981552124,30.700000762939453,,1.13,99.1869058,29.082597732543945,1.4,1.24,0.520799994468689,83.68,0.04,11.8407564163208,87.49,46.68,7.14285714285714,2.0,20.42,6.45161290322581,2.68688314136757,0.781620535328257,56.0,3.379812899318891,0.9,99,4.584166741371154,67.66405205578894,,,16.07611656188965,0.138,HIC
LVA,428,Latvia,28,72.48905944824219,26,70.40228271484375,Europe,Northern Europe,Europe & C. Asia,0.0,,3.4860000610351562,0.6302647393506616,23.7,,1.1699999570846558,,15.3,65,18,5.2,3.579,,5.0980000495910645,49.0,10.0,7.900000095367432,92,99.8354313116451,494.0,96.49659,15.24266,,,24.62600690448792,105.18945046536513,80.300754174254,18.0,,1.146,87.80000305175781,99.30000305175781,1.1129032258064517,100.0,94.77204,,2.2592113561529357,63.2017045594248,0.0,,9.812847137451172,,4.844122061548354,75.83,3.029151,62.1,,,0.6585100293159485,34.810001373291016,4.7,,96.9621167,12.021073341369629,,1.03,,49.625,0.1,3.786801338195801,90.73,83.28,75.0,77.0,,50.7692307692308,13.178430893038701,0.987943850947269,55.0,3.456399356692656,4.7,304,4.718664280975921,61.603853420866905,100.0,,11.306196212768555,,HIC
