Country Code ISO3,Country,IndexScore,IndexRank,SpilloverScore,Regions used for the SDR,id,image
LSO,Lesotho,54.58608151260504,135,95.1773,Africa,426,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FF1342F3C10>
LTU,Lithuania,76.70076806722689,31,68.37872727272728,OECD,440,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FF1342F3D30>
LUX,Luxembourg,74.2092968625829,42,31.026090909090907,OECD,442,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x30 at 0x7FF1342F3E50>
LVA,Latvia,79.15212023809524,22,72.0569090909091,OECD,428,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x25 at 0x7FF1342F3F70>
MAR,Morocco,70.52714960317462,69,98.2565,MENA,504,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FF1341E00D0>
MCO,Monaco,,0,,E. Europe & C. Asia,492,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FF1341E01F0>
MDA,Moldova,73.67617701807997,48,99.74122222222223,E. Europe & C. Asia,498,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x25 at 0x7FF1341E0310>
MDG,Madagascar,49.0056525210084,159,99.5222,Africa,450,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FF1341E0430>
MDV,Maldives,69.27173846153845,79,88.26444444444445,East & South Asia,462,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FF1341E0550>
MEX,Mexico,69.1307835595777,80,95.4552,OECD,484,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x29 at 0x7FF1341E0670>
MHL,Marshall Islands,,0,,Oceania,584,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x25 at 0x7FF1341E0790>
MKD,North Macedonia,72.5306598127363,54,93.87133333333333,E. Europe & C. Asia,807,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FF1341E08B0>
MLI,Mali,52.16147929864254,146,99.5723,Africa,466,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FF1341E09D0>
MLT,Malta,75.74513819758671,33,61.37645454545455,E. Europe & C. Asia,470,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FF1341E0AF0>
MMR,Myanmar,64.94721566293184,101,99.9868,East & South Asia,104,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x28 at 0x7FF1341E0C10>
MNE,Montenegro,68.20629589169003,85,69.31166666666667,E. Europe & C. Asia,499,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x25 at 0x7FF1341E0D30>
MNG,Mongolia,63.78615230625584,106,94.89,East & South Asia,496,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x25 at 0x7FF1341E0E50>
MOZ,Mozambique,51.05461998132586,152,99.54122222222222,Africa,508,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FF1341E0F70>
MRT,Mauritania,55.5052093298858,133,97.94855555555556,Africa,478,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FF1341E1000>
